transaction_id,user_id,transaction_amount,transaction_time,transaction_type,location,device_id,ip_address,is_mobile,is_fraud
1929,498,9477.47,2022-09-02 22:00:00,transfer,Delhi,device_317,192.168.0.707,1,1
1930,229,2634.97,2022-02-17 05:00:00,transfer,Delhi,device_725,192.168.0.648,1,1
1931,108,8094.73,2022-10-28 10:00:00,withdrawal,Bhopal,device_991,192.168.0.831,0,1
1932,172,1522.61,2022-12-22 06:00:00,deposit,Chennai,device_172,192.168.0.172,1,0
1933,435,2715.29,2022-04-10 03:00:00,payment,Surat,device_435,192.168.0.435,0,0
1934,478,5853.51,2022-08-01 22:00:00,transfer,Pune,device_184,192.168.0.746,0,1
1935,102,3526.56,2022-10-29 01:00:00,payment,Hyderabad,device_563,192.168.0.434,1,1
1936,866,18466.51,2022-06-14 18:00:00,transfer,Nagpur,device_401,192.168.0.866,1,1
1937,524,2277.82,2022-05-06 13:00:00,payment,Thane,device_524,192.168.0.524,0,0
1938,275,2583.04,2022-10-29 22:00:00,transfer,Pimpri-Chinchwad,device_135,192.168.0.812,0,1
1939,613,919.27,2022-05-01 17:00:00,payment,Chennai,device_613,192.168.0.613,1,0
1940,44,18028.65,2022-03-29 03:00:00,deposit,Thane,device_593,192.168.0.44,1,1
1941,955,21997.7,2022-08-05 06:00:00,withdrawal,Surat,device_215,192.168.0.767,0,1
1942,817,917.62,2022-03-02 00:00:00,payment,Pimpri-Chinchwad,device_817,192.168.0.817,1,0
1943,957,8002.84,2022-10-29 05:00:00,transfer,Kolkata,device_880,192.168.0.957,1,1
1944,17,7050.73,2022-06-28 01:00:00,transfer,Patna,device_174,192.168.0.100,1,1
1945,330,1635.5,2022-07-09 05:00:00,deposit,Bhopal,device_330,192.168.0.330,1,1
1946,569,8182.8,2022-06-12 01:00:00,transfer,Surat,device_995,192.168.0.569,1,1
1947,823,127.45,2022-03-22 22:00:00,withdrawal,Bangalore,device_823,192.168.0.823,1,0
1948,497,12206.46,2022-06-19 06:00:00,withdrawal,Lucknow,device_979,192.168.0.497,1,1
1949,815,8273.65,2022-10-28 22:00:00,payment,Bangalore,device_887,192.168.0.392,1,1
1950,12,53.21,2022-07-15 00:00:00,transfer,Delhi,device_12,192.168.0.12,1,0
1951,318,1872.74,2022-07-22 10:00:00,payment,Indore,device_318,192.168.0.686,1,1
1952,592,844.44,2022-02-16 03:00:00,transfer,Ahmedabad,device_592,192.168.0.587,1,1
1953,216,393.35,2022-06-07 10:00:00,payment,Pimpri-Chinchwad,device_216,192.168.0.216,0,0
1954,339,5617.87,2022-07-13 22:00:00,transfer,Nagpur,device_662,192.168.0.306,1,1
1955,776,6262.12,2022-10-06 23:00:00,transfer,Pune,device_776,192.168.0.776,0,0
1956,991,1838.87,2022-11-13 05:00:00,deposit,Ghaziabad,device_991,192.168.0.991,0,0
1957,661,3361.48,2022-09-26 23:00:00,transfer,Mumbai,device_839,192.168.0.833,1,1
1958,81,10071.23,2022-07-18 13:00:00,transfer,Bangalore,device_600,192.168.0.840,1,1
1959,727,9135.48,2022-08-12 23:00:00,transfer,Kolkata,device_213,192.168.0.921,1,1
1960,485,4659.4,2022-09-20 13:00:00,transfer,Nagpur,device_485,192.168.0.485,1,0
1961,374,2534.05,2022-06-15 23:00:00,deposit,Visakhapatnam,device_374,192.168.0.374,1,0
1962,976,4942.31,2022-06-29 22:00:00,transfer,Kolkata,device_669,192.168.0.976,0,1
1963,710,1089.8,2022-07-11 01:00:00,payment,Delhi,device_710,192.168.0.710,1,1
1964,200,18951.87,2022-08-04 03:00:00,deposit,Pimpri-Chinchwad,device_200,192.168.0.675,1,1
1965,537,968.63,2022-10-11 05:00:00,transfer,Ahmedabad,device_537,192.168.0.537,0,0
1966,466,450.96,2022-12-18 13:00:00,deposit,Ghaziabad,device_466,192.168.0.466,0,0
1967,89,150.77,2022-04-17 19:00:00,transfer,Jaipur,device_89,192.168.0.89,0,0
1968,268,347.39,2022-04-08 18:00:00,payment,Lucknow,device_362,192.168.0.268,0,0
1969,655,7349.36,2022-08-18 15:00:00,transfer,Kolkata,device_46,192.168.0.193,1,1
1970,571,742.91,2022-09-14 09:00:00,withdrawal,Chennai,device_571,192.168.0.571,1,0
1971,922,2956.54,2022-02-12 03:00:00,payment,Kanpur,device_922,192.168.0.922,0,0
1972,489,5538.82,2022-08-30 05:00:00,transfer,Lucknow,device_489,192.168.0.489,0,0
1973,877,129.69,2022-02-11 17:00:00,deposit,Chennai,device_877,192.168.0.877,0,0
1974,538,1776.16,2022-04-05 01:00:00,deposit,Kolkata,device_969,192.168.0.436,1,1
1975,47,5645.82,2022-09-11 02:00:00,withdrawal,Hyderabad,device_74,192.168.0.277,1,1
1976,288,4818.92,2022-07-07 10:00:00,deposit,Ahmedabad,device_288,192.168.0.288,1,0
1977,778,2126.43,2022-11-03 00:00:00,transfer,Visakhapatnam,device_430,192.168.0.324,1,1
1978,16,1374.0,2022-06-16 05:00:00,deposit,Indore,device_16,192.168.0.255,1,0
1979,711,1651.83,2022-09-28 01:00:00,transfer,Surat,device_711,192.168.0.711,0,1
1980,401,1008.17,2022-05-05 22:00:00,withdrawal,Chennai,device_401,192.168.0.401,0,0
1981,919,1258.76,2022-06-10 04:00:00,withdrawal,Thane,device_919,192.168.0.919,1,0
1982,794,3551.1,2022-03-28 22:00:00,withdrawal,Jaipur,device_101,192.168.0.994,1,1
1983,981,5640.53,2022-11-05 02:00:00,transfer,Jaipur,device_802,192.168.0.981,1,0
1984,86,3605.62,2022-08-14 20:00:00,deposit,Delhi,device_86,192.168.0.86,1,0
1985,250,796.98,2022-05-25 14:00:00,payment,Delhi,device_250,192.168.0.250,1,0
1986,391,844.93,2022-12-11 20:00:00,deposit,Kanpur,device_391,192.168.0.391,0,0
1987,782,2433.61,2022-09-05 20:00:00,deposit,Lucknow,device_782,192.168.0.782,1,0
1988,335,1150.09,2022-12-28 14:00:00,deposit,Kanpur,device_335,192.168.0.335,1,0
1989,629,4977.27,2022-01-06 23:00:00,deposit,Pimpri-Chinchwad,device_905,192.168.0.489,1,1
1990,519,2472.48,2022-01-31 07:00:00,transfer,Jaipur,device_519,192.168.0.160,1,1
1991,137,1995.81,2022-07-16 17:00:00,payment,Hyderabad,device_137,192.168.0.137,1,0
1992,883,578.36,2022-08-20 09:00:00,withdrawal,Pimpri-Chinchwad,device_883,192.168.0.883,0,0
1993,688,2591.22,2022-10-23 22:00:00,transfer,Ahmedabad,device_429,192.168.0.188,1,1
1994,840,6562.66,2022-11-21 21:00:00,transfer,Kanpur,device_515,192.168.0.977,1,1
1995,498,1262.05,2022-05-15 04:00:00,payment,Pune,device_498,192.168.0.498,1,0
1996,827,1134.33,2022-01-13 13:00:00,deposit,Patna,device_827,192.168.0.827,0,0
1997,727,800.48,2022-01-04 22:00:00,deposit,Indore,device_867,192.168.0.727,1,1
1998,477,1391.33,2022-06-27 19:00:00,transfer,Chennai,device_477,192.168.0.477,1,0
1999,594,147.34,2022-08-22 23:00:00,deposit,Kanpur,device_594,192.168.0.594,1,0
2000,223,3048.2,2022-09-16 05:00:00,payment,Kolkata,device_223,192.168.0.223,0,0
2001,990,2825.53,2022-05-20 04:00:00,payment,Indore,device_955,192.168.0.492,1,1
2002,372,1285.58,2022-03-06 12:00:00,withdrawal,Hyderabad,device_372,192.168.0.372,1,0
2003,935,613.41,2022-10-10 05:00:00,payment,Indore,device_935,192.168.0.935,1,0
2004,995,1491.87,2022-12-29 09:00:00,payment,Jaipur,device_995,192.168.0.995,1,0
2005,402,1472.86,2022-11-02 06:00:00,payment,Pimpri-Chinchwad,device_251,192.168.0.679,1,1
2006,443,6981.54,2022-07-24 04:00:00,payment,Visakhapatnam,device_443,192.168.0.443,0,0
2007,490,2473.38,2022-01-17 03:00:00,transfer,Hyderabad,device_905,192.168.0.927,0,1
2008,615,11802.37,2022-07-19 01:00:00,withdrawal,Bangalore,device_137,192.168.0.977,1,1
2009,273,1612.14,2022-02-01 14:00:00,payment,Pune,device_175,192.168.0.116,1,1
2010,526,740.54,2022-07-31 08:00:00,deposit,Ahmedabad,device_526,192.168.0.526,1,0
2011,159,518.01,2022-09-30 05:00:00,withdrawal,Kolkata,device_159,192.168.0.159,1,0
2012,152,603.54,2022-10-17 12:00:00,deposit,Visakhapatnam,device_152,192.168.0.152,0,0
2013,995,1674.21,2022-10-18 01:00:00,transfer,Jaipur,device_995,192.168.0.995,0,0
2014,620,1750.07,2022-08-22 22:00:00,deposit,Mumbai,device_528,192.168.0.620,0,0
2015,188,7388.07,2022-07-01 03:00:00,transfer,Indore,device_634,192.168.0.59,1,1
2016,813,458.4,2022-05-26 21:00:00,transfer,Bangalore,device_813,192.168.0.813,1,0
2017,98,5595.05,2022-02-19 05:00:00,deposit,Mumbai,device_741,192.168.0.98,0,1
2018,131,470.39,2022-04-13 20:00:00,withdrawal,Visakhapatnam,device_131,192.168.0.131,1,0
2019,805,4752.11,2022-02-02 05:00:00,deposit,Thane,device_805,192.168.0.805,1,0
2020,171,1947.87,2022-03-30 02:00:00,withdrawal,Chennai,device_160,192.168.0.258,0,1
2021,936,3065.56,2022-12-07 22:00:00,transfer,Patna,device_374,192.168.0.187,0,1
2022,986,1162.19,2022-11-11 05:00:00,withdrawal,Indore,device_986,192.168.0.673,0,0
2023,183,394.89,2022-08-29 17:00:00,payment,Lucknow,device_183,192.168.0.183,0,0
2024,983,9261.56,2022-09-23 04:00:00,transfer,Kanpur,device_727,192.168.0.983,1,1
2025,364,3341.2,2022-08-11 17:00:00,transfer,Bangalore,device_364,192.168.0.364,0,0
2026,39,453.41,2022-08-24 21:00:00,deposit,Kolkata,device_39,192.168.0.39,1,0
2027,527,556.3,2022-06-02 23:00:00,withdrawal,Chennai,device_527,192.168.0.527,0,0
2028,888,3619.18,2022-02-26 08:00:00,transfer,Lucknow,device_888,192.168.0.888,1,0
2029,497,1267.39,2022-11-18 08:00:00,transfer,Indore,device_497,192.168.0.497,0,0
2030,516,879.69,2022-04-22 23:00:00,withdrawal,Thane,device_516,192.168.0.516,0,0
2031,349,511.77,2022-01-15 20:00:00,withdrawal,Kolkata,device_349,192.168.0.349,1,0
2032,982,3397.83,2022-09-26 00:00:00,payment,Patna,device_982,192.168.0.982,1,1
2033,921,4245.18,2022-04-24 06:00:00,deposit,Thane,device_786,192.168.0.54,1,1
2034,397,9316.12,2022-09-09 02:00:00,withdrawal,Surat,device_613,192.168.0.446,1,1
2035,722,4901.37,2022-05-22 23:00:00,withdrawal,Surat,device_781,192.168.0.633,1,1
2036,161,1977.98,2022-04-24 01:00:00,transfer,Lucknow,device_257,192.168.0.118,0,1
2037,16,2913.66,2022-10-17 06:00:00,transfer,Jaipur,device_441,192.168.0.16,1,1
2038,493,358.51,2022-12-23 15:00:00,deposit,Ghaziabad,device_493,192.168.0.493,0,0
2039,426,960.59,2022-01-25 22:00:00,withdrawal,Nagpur,device_426,192.168.0.607,1,0
2040,108,10448.22,2022-11-06 20:00:00,deposit,Nagpur,device_108,192.168.0.108,1,0
2041,894,13056.52,2022-09-12 05:00:00,deposit,Indore,device_894,192.168.0.894,0,0
2042,450,1521.23,2022-09-25 13:00:00,deposit,Bhopal,device_450,192.168.0.450,1,0
2043,311,210.02,2022-05-06 22:00:00,deposit,Pune,device_311,192.168.0.311,1,0
2044,739,12407.77,2022-09-07 16:00:00,withdrawal,Jaipur,device_437,192.168.0.523,1,1
2045,170,9578.34,2022-10-14 13:00:00,transfer,Delhi,device_277,192.168.0.967,1,1
2046,546,72189.06,2022-11-30 17:00:00,transfer,Patna,device_918,192.168.0.546,1,1
2047,414,1181.55,2022-02-22 07:00:00,payment,Nagpur,device_414,192.168.0.414,0,0
2048,251,716.84,2022-02-12 17:00:00,transfer,Visakhapatnam,device_251,192.168.0.251,0,0
2049,759,1810.78,2022-06-15 02:00:00,payment,Kanpur,device_759,192.168.0.373,1,1
2050,781,11186.1,2022-02-11 05:00:00,payment,Kolkata,device_781,192.168.0.781,0,1
2051,141,4073.0,2022-06-25 22:00:00,deposit,Chennai,device_761,192.168.0.762,1,1
2052,274,3804.25,2022-03-08 00:00:00,transfer,Visakhapatnam,device_244,192.168.0.216,1,1
2053,416,662.94,2022-03-07 09:00:00,payment,Thane,device_416,192.168.0.416,1,0
2054,608,44359.28,2022-03-24 03:00:00,transfer,Kolkata,device_608,192.168.0.907,1,1
2055,739,3254.29,2022-12-16 02:00:00,payment,Pune,device_739,192.168.0.102,1,1
2056,891,2209.34,2022-04-15 20:00:00,transfer,Bhopal,device_891,192.168.0.891,1,0
2057,39,1741.04,2022-10-14 16:00:00,deposit,Kolkata,device_208,192.168.0.39,1,0
2058,814,118.74,2022-07-05 02:00:00,deposit,Nagpur,device_814,192.168.0.814,0,0
2059,29,44947.29,2022-10-11 05:00:00,transfer,Pimpri-Chinchwad,device_918,192.168.0.646,0,1
2060,958,770.62,2022-01-04 05:00:00,payment,Indore,device_958,192.168.0.954,1,1
2061,477,445.38,2022-05-18 03:00:00,payment,Mumbai,device_477,192.168.0.477,1,0
2062,318,659.86,2022-06-28 19:00:00,withdrawal,Lucknow,device_318,192.168.0.318,1,0
2063,245,2379.78,2022-08-25 04:00:00,transfer,Pune,device_409,192.168.0.547,1,1
2064,748,872.16,2022-01-18 18:00:00,transfer,Bangalore,device_170,192.168.0.748,1,0
2065,697,2271.02,2022-10-30 02:00:00,transfer,Pimpri-Chinchwad,device_411,192.168.0.212,1,1
2066,272,19084.58,2022-01-09 03:00:00,payment,Chennai,device_272,192.168.0.715,1,1
2067,440,8874.09,2022-01-29 01:00:00,transfer,Pimpri-Chinchwad,device_527,192.168.0.726,1,1
2068,748,2641.96,2022-05-24 01:00:00,deposit,Lucknow,device_226,192.168.0.275,1,1
2069,239,475.02,2022-12-14 21:00:00,deposit,Indore,device_239,192.168.0.239,1,0
2070,377,623.33,2022-05-29 02:00:00,deposit,Mumbai,device_377,192.168.0.377,1,0
2071,266,443.54,2022-03-05 02:00:00,deposit,Jaipur,device_266,192.168.0.266,0,0
2072,926,1481.86,2022-07-06 23:00:00,withdrawal,Jaipur,device_216,192.168.0.2,0,1
2073,921,12524.18,2022-08-15 10:00:00,withdrawal,Kanpur,device_971,192.168.0.563,1,1
2074,359,3327.05,2022-04-28 01:00:00,transfer,Chennai,device_628,192.168.0.59,1,1
2075,340,1627.99,2022-12-22 23:00:00,transfer,Lucknow,device_340,192.168.0.340,0,0
2076,389,1170.32,2022-09-11 03:00:00,transfer,Delhi,device_389,192.168.0.389,1,0
2077,577,20943.45,2022-01-31 17:00:00,transfer,Bangalore,device_890,192.168.0.801,1,1
2078,990,2684.71,2022-06-10 00:00:00,payment,Pune,device_990,192.168.0.990,1,0
2079,689,7056.67,2022-08-03 09:00:00,payment,Lucknow,device_650,192.168.0.212,0,1
2080,3,10887.28,2022-06-18 13:00:00,deposit,Jaipur,device_3,192.168.0.3,0,0
2081,429,541.78,2022-03-22 04:00:00,withdrawal,Bangalore,device_429,192.168.0.429,0,0
2082,142,4073.58,2022-02-15 10:00:00,deposit,Hyderabad,device_745,192.168.0.153,1,1
2083,376,9443.88,2022-02-18 09:00:00,transfer,Bangalore,device_472,192.168.0.376,1,1
2084,670,11433.83,2022-10-25 19:00:00,payment,Ahmedabad,device_967,192.168.0.664,0,1
2085,324,2041.2,2022-10-10 22:00:00,transfer,Lucknow,device_324,192.168.0.324,1,1
2086,146,1060.06,2022-03-29 12:00:00,transfer,Bhopal,device_146,192.168.0.146,1,0
2087,958,1121.26,2022-05-01 11:00:00,transfer,Chennai,device_958,192.168.0.958,1,0
2088,293,11277.67,2022-01-03 14:00:00,transfer,Kolkata,device_293,192.168.0.293,1,0
2089,665,9531.31,2022-11-12 15:00:00,payment,Mumbai,device_387,192.168.0.113,1,1
2090,432,3231.63,2022-08-15 08:00:00,payment,Bhopal,device_432,192.168.0.432,0,0
2091,705,3332.56,2022-03-20 06:00:00,transfer,Visakhapatnam,device_86,192.168.0.963,0,1
2092,949,2320.51,2022-05-25 07:00:00,transfer,Mumbai,device_10,192.168.0.109,1,1
2093,975,3217.13,2022-08-30 23:00:00,deposit,Surat,device_88,192.168.0.492,0,1
2094,585,8500.23,2022-02-01 07:00:00,withdrawal,Thane,device_315,192.168.0.159,0,1
2095,399,21487.08,2022-09-20 02:00:00,withdrawal,Pimpri-Chinchwad,device_644,192.168.0.22,1,1
2096,817,264.42,2022-07-30 14:00:00,withdrawal,Pimpri-Chinchwad,device_817,192.168.0.817,1,0
2097,889,7949.79,2022-03-12 19:00:00,payment,Nagpur,device_889,192.168.0.889,0,0
2098,344,2660.71,2022-07-16 20:00:00,withdrawal,Visakhapatnam,device_344,192.168.0.344,1,0
2099,964,2984.07,2022-02-27 19:00:00,withdrawal,Ghaziabad,device_964,192.168.0.964,0,0
2100,140,12508.62,2022-04-22 22:00:00,transfer,Patna,device_734,192.168.0.116,1,1
2101,187,730.57,2022-02-17 08:00:00,deposit,Bhopal,device_231,192.168.0.187,1,0
2102,805,4325.16,2022-07-04 06:00:00,payment,Kanpur,device_805,192.168.0.370,1,1
2103,61,9705.58,2022-11-23 18:00:00,withdrawal,Bangalore,device_621,192.168.0.61,1,1
2104,997,854.16,2022-06-14 06:00:00,payment,Surat,device_997,192.168.0.997,1,0
2105,939,6211.12,2022-08-03 04:00:00,deposit,Lucknow,device_294,192.168.0.107,0,1
2106,380,2530.79,2022-11-27 21:00:00,payment,Bhopal,device_957,192.168.0.930,1,1
2107,710,10644.78,2022-11-26 18:00:00,transfer,Bangalore,device_884,192.168.0.153,1,1
2108,807,952.55,2022-05-01 23:00:00,transfer,Surat,device_807,192.168.0.807,0,0
2109,440,731.59,2022-08-01 23:00:00,deposit,Pimpri-Chinchwad,device_440,192.168.0.836,0,0
2110,319,480.29,2022-11-07 05:00:00,transfer,Surat,device_319,192.168.0.286,1,0
2111,302,563.94,2022-02-10 21:00:00,transfer,Delhi,device_302,192.168.0.302,1,0
2112,344,1312.47,2022-12-19 01:00:00,withdrawal,Kanpur,device_436,192.168.0.998,1,1
2113,11,1674.27,2022-10-16 17:00:00,withdrawal,Patna,device_11,192.168.0.11,0,0
2114,62,602.98,2022-06-17 05:00:00,payment,Kolkata,device_62,192.168.0.62,0,0
2115,845,4710.75,2022-02-03 03:00:00,transfer,Bhopal,device_505,192.168.0.842,1,1
2116,226,3696.53,2022-11-14 22:00:00,payment,Patna,device_226,192.168.0.226,1,0
2117,153,4359.62,2022-10-02 03:00:00,transfer,Ahmedabad,device_242,192.168.0.210,1,1
2118,711,936.64,2022-07-16 16:00:00,deposit,Mumbai,device_711,192.168.0.711,0,0
2119,564,1042.41,2022-07-10 04:00:00,withdrawal,Lucknow,device_564,192.168.0.564,0,0
2120,772,1469.47,2022-08-09 02:00:00,payment,Kolkata,device_772,192.168.0.772,0,0
2121,571,3078.8,2022-01-10 04:00:00,transfer,Chennai,device_857,192.168.0.997,1,1
2122,584,2571.01,2022-04-30 14:00:00,withdrawal,Delhi,device_584,192.168.0.584,0,0
2123,660,1248.97,2022-05-03 05:00:00,transfer,Jaipur,device_660,192.168.0.660,1,0
2124,861,637.22,2022-09-04 07:00:00,withdrawal,Delhi,device_861,192.168.0.861,1,0
2125,575,3487.61,2022-12-26 14:00:00,payment,Indore,device_720,192.168.0.575,1,1
2126,310,15413.26,2022-08-09 01:00:00,withdrawal,Bhopal,device_893,192.168.0.310,1,1
2127,885,2546.75,2022-09-18 05:00:00,deposit,Indore,device_885,192.168.0.13,0,1
2128,243,7480.01,2022-02-27 23:00:00,withdrawal,Indore,device_243,192.168.0.243,1,1
2129,493,7926.46,2022-11-11 04:00:00,withdrawal,Bhopal,device_307,192.168.0.741,0,1
2130,366,1677.33,2022-05-08 05:00:00,transfer,Mumbai,device_160,192.168.0.366,0,1
2131,330,1156.7,2022-07-06 16:00:00,transfer,Hyderabad,device_12,192.168.0.435,1,1
2132,107,794.0,2022-07-24 18:00:00,payment,Pimpri-Chinchwad,device_107,192.168.0.107,1,0
2133,226,2454.07,2022-03-27 18:00:00,transfer,Patna,device_226,192.168.0.226,0,0
2134,825,251.96,2022-04-14 23:00:00,deposit,Kolkata,device_825,192.168.0.825,0,0
2135,218,458.3,2022-05-23 01:00:00,transfer,Visakhapatnam,device_218,192.168.0.762,1,0
2136,937,9628.71,2022-07-24 23:00:00,payment,Delhi,device_189,192.168.0.573,0,1
2137,753,376.68,2022-05-09 22:00:00,deposit,Lucknow,device_753,192.168.0.753,1,0
2138,506,13669.48,2022-09-03 22:00:00,deposit,Patna,device_169,192.168.0.506,1,1
2139,259,69628.62,2022-02-07 05:00:00,transfer,Indore,device_259,192.168.0.259,1,1
2140,888,485.2,2022-12-29 20:00:00,deposit,Lucknow,device_888,192.168.0.888,1,0
2141,774,4781.83,2022-04-19 05:00:00,deposit,Hyderabad,device_774,192.168.0.774,0,0
2142,517,6822.05,2022-11-05 19:00:00,transfer,Ghaziabad,device_776,192.168.0.193,0,1
2143,773,496.75,2022-02-21 04:00:00,payment,Visakhapatnam,device_773,192.168.0.773,1,0
2144,54,24164.15,2022-01-01 20:00:00,transfer,Ghaziabad,device_579,192.168.0.497,1,1
2145,47,1647.1,2022-01-11 14:00:00,payment,Kolkata,device_47,192.168.0.47,1,0
2146,727,3605.16,2022-11-10 02:00:00,withdrawal,Pune,device_727,192.168.0.727,0,0
2147,689,51311.81,2022-08-23 22:00:00,transfer,Ahmedabad,device_401,192.168.0.999,1,1
2148,521,4413.71,2022-05-08 06:00:00,transfer,Pimpri-Chinchwad,device_340,192.168.0.761,0,1
2149,99,8541.03,2022-08-02 11:00:00,transfer,Visakhapatnam,device_155,192.168.0.99,1,1
2150,20,359.47,2022-08-31 06:00:00,withdrawal,Visakhapatnam,device_20,192.168.0.20,1,0
2151,890,688.71,2022-02-13 20:00:00,transfer,Jaipur,device_890,192.168.0.890,1,0
2152,753,4530.26,2022-01-06 06:00:00,payment,Lucknow,device_977,192.168.0.907,1,1
2153,573,1355.06,2022-06-05 10:00:00,transfer,Ahmedabad,device_573,192.168.0.573,1,0
2154,891,584.75,2022-01-08 06:00:00,deposit,Visakhapatnam,device_747,192.168.0.536,1,1
2155,490,5159.86,2022-01-05 16:00:00,withdrawal,Pune,device_490,192.168.0.490,1,0
2156,419,9265.92,2022-12-28 13:00:00,deposit,Kanpur,device_964,192.168.0.914,1,1
2157,690,8239.44,2022-07-01 04:00:00,withdrawal,Nagpur,device_626,192.168.0.983,1,1
2158,850,38126.83,2022-04-22 04:00:00,payment,Ahmedabad,device_510,192.168.0.850,1,1
2159,62,24861.89,2022-09-30 06:00:00,transfer,Kolkata,device_318,192.168.0.994,1,1
2160,145,4224.44,2022-09-22 23:00:00,transfer,Bangalore,device_467,192.168.0.958,0,1
2161,216,2780.36,2022-07-31 16:00:00,payment,Bangalore,device_374,192.168.0.73,1,1
2162,3,2044.61,2022-03-19 09:00:00,withdrawal,Jaipur,device_3,192.168.0.3,1,0
2163,160,5174.83,2022-09-27 08:00:00,transfer,Kanpur,device_160,192.168.0.160,0,0
2164,739,4235.98,2022-06-03 06:00:00,withdrawal,Chennai,device_997,192.168.0.41,1,1
2165,998,2668.66,2022-08-09 20:00:00,withdrawal,Bhopal,device_998,192.168.0.998,0,0
2166,781,27074.55,2022-12-13 00:00:00,withdrawal,Chennai,device_525,192.168.0.976,1,1
2167,120,13203.4,2022-01-25 14:00:00,payment,Bangalore,device_520,192.168.0.900,1,1
2168,893,997.3,2022-12-20 03:00:00,transfer,Delhi,device_660,192.168.0.893,1,1
2169,89,1488.06,2022-07-27 02:00:00,withdrawal,Pimpri-Chinchwad,device_89,192.168.0.299,1,1
2170,329,7966.75,2022-01-03 00:00:00,transfer,Bhopal,device_329,192.168.0.329,1,0
2171,580,1223.91,2022-08-03 21:00:00,withdrawal,Surat,device_580,192.168.0.580,0,0
2172,910,1525.51,2022-04-22 21:00:00,withdrawal,Delhi,device_910,192.168.0.910,1,0
2173,357,8674.0,2022-07-11 00:00:00,transfer,Kolkata,device_357,192.168.0.941,1,1
2174,610,4591.49,2022-02-16 12:00:00,withdrawal,Patna,device_610,192.168.0.610,0,0
2175,267,501.27,2022-08-09 03:00:00,payment,Indore,device_267,192.168.0.499,0,0
2176,617,3252.72,2022-07-06 17:00:00,transfer,Bhopal,device_617,192.168.0.559,1,1
2177,952,1798.37,2022-02-19 11:00:00,withdrawal,Thane,device_656,192.168.0.582,1,1
2178,323,139.21,2022-07-16 07:00:00,withdrawal,Ghaziabad,device_323,192.168.0.323,0,0
2179,635,7405.95,2022-08-04 01:00:00,transfer,Nagpur,device_485,192.168.0.217,0,1
2180,988,2067.65,2022-08-09 21:00:00,transfer,Indore,device_651,192.168.0.988,1,1
2181,541,12868.68,2022-03-31 12:00:00,transfer,Indore,device_84,192.168.0.731,1,1
2182,649,597.84,2022-08-20 00:00:00,payment,Pune,device_649,192.168.0.649,1,0
2183,195,1278.37,2022-11-19 09:00:00,transfer,Hyderabad,device_95,192.168.0.440,1,1
2184,921,14104.33,2022-09-15 20:00:00,transfer,Lucknow,device_921,192.168.0.430,1,1
2185,738,1849.91,2022-06-02 14:00:00,payment,Bangalore,device_738,192.168.0.738,1,0
2186,332,929.32,2022-09-13 10:00:00,withdrawal,Indore,device_332,192.168.0.332,0,0
2187,170,982.96,2022-09-15 14:00:00,withdrawal,Visakhapatnam,device_170,192.168.0.170,1,0
2188,521,1999.74,2022-03-06 14:00:00,payment,Pimpri-Chinchwad,device_521,192.168.0.521,1,0
2189,463,26947.02,2022-07-09 10:00:00,deposit,Surat,device_845,192.168.0.762,0,1
2190,40,7344.56,2022-04-01 23:00:00,transfer,Surat,device_40,192.168.0.958,1,1
2191,537,7862.2,2022-06-22 02:00:00,transfer,Ahmedabad,device_117,192.168.0.692,1,1
2192,261,694.35,2022-09-04 14:00:00,deposit,Delhi,device_261,192.168.0.261,0,0
2193,395,3880.62,2022-09-13 02:00:00,withdrawal,Chennai,device_656,192.168.0.100,1,1
2194,955,39.86,2022-04-26 05:00:00,transfer,Pune,device_955,192.168.0.955,1,0
2195,226,1913.7,2022-02-18 12:00:00,transfer,Hyderabad,device_222,192.168.0.977,1,1
2196,984,378.01,2022-08-15 21:00:00,withdrawal,Thane,device_984,192.168.0.380,1,0
2197,124,1649.23,2022-03-10 01:00:00,transfer,Mumbai,device_316,192.168.0.890,1,1
2198,975,3354.64,2022-05-06 23:00:00,transfer,Indore,device_467,192.168.0.361,1,1
2199,38,3730.3,2022-08-01 03:00:00,deposit,Pimpri-Chinchwad,device_999,192.168.0.118,0,1
2200,328,378.0,2022-02-22 09:00:00,withdrawal,Pune,device_328,192.168.0.328,0,0
2201,251,17301.41,2022-04-22 01:00:00,deposit,Hyderabad,device_392,192.168.0.677,1,1
2202,901,8946.27,2022-06-08 08:00:00,transfer,Indore,device_719,192.168.0.949,0,1
2203,176,6040.92,2022-08-28 07:00:00,transfer,Kolkata,device_827,192.168.0.92,1,1
2204,602,2091.3,2022-05-30 10:00:00,payment,Thane,device_602,192.168.0.602,1,0
2205,914,196.52,2022-05-19 11:00:00,withdrawal,Indore,device_914,192.168.0.914,0,0
2206,454,856.17,2022-04-23 09:00:00,payment,Pune,device_597,192.168.0.685,1,1
2207,37,3707.85,2022-05-23 14:00:00,transfer,Bangalore,device_37,192.168.0.37,0,0
2208,316,53200.36,2022-05-18 04:00:00,withdrawal,Patna,device_316,192.168.0.975,1,1
2209,688,1158.06,2022-10-31 21:00:00,withdrawal,Kanpur,device_937,192.168.0.688,0,0
2210,973,46650.88,2022-01-31 12:00:00,transfer,Patna,device_973,192.168.0.230,1,1
2211,796,1097.92,2022-10-20 04:00:00,payment,Visakhapatnam,device_796,192.168.0.796,0,0
